/***********************************************************
* Ocean Resources and Renewable Energy Laboratory
* Version: v1.0 (Released on May 1st, 2021)
* Programmed by: Jessica Nguyen (Email: nvnguyen@umass.edu)
*----------------------------------------------------------
* Project Name:	NREL_VGOSWEC_inertia_springs
* Project Lead:	JD
* Labview Operator:	PH
* Comments:	Dry swing test to determine moment of inertia of VGOSWEC with springs. Naming convention: PHI (signed initial pos in deg) VGM (variable geometry module angle in deg).
* Date and Time:	Tue 06 Jul 2021 11:32:10 AM EDT
***********************************************************/

"Time(s)"	"Roll(deg)"	"Pitch(deg)"	
0.21000	-0.09020	89.64000
0.21200	-0.18040	89.73000
0.21400	-0.18040	89.73000
0.21600	-0.09020	89.73000
0.21800	-0.18040	89.82000
0.22000	-0.18040	89.73000
0.22200	-0.18040	89.73000
0.22400	-0.09020	89.73000
0.22600	-0.09020	89.73000
0.22800	-0.09020	89.82000
0.23000	-0.18040	89.73000
0.23200	-0.09020	89.64000
0.23400	0.00000	89.64000
0.23600	0.00000	89.73000
0.23800	0.00000	89.73000
0.24000	0.00000	89.73000
0.24200	0.00000	89.73000
0.24400	0.00000	89.82000
0.24600	0.00000	89.82000
0.24800	0.00000	89.64000
0.25000	-0.09020	89.55000
0.25200	0.00000	89.64000
0.25400	0.00000	89.64000
0.25600	0.00000	89.55000
0.25800	0.00000	89.73000
0.26000	-0.09020	89.73000
0.26200	-0.09020	89.82000
0.26400	-0.18040	89.82000
0.26600	-0.18040	89.73000
0.26800	-0.18040	89.64000
0.27000	-0.18040	89.64000
0.27200	-0.18040	89.64000
0.27400	-0.27060	89.55000
0.27600	-0.27060	89.64000
0.27800	-0.27060	89.55000
0.28000	-0.27060	89.55000
0.28200	-0.18040	89.64000
0.28400	-0.18040	89.55000
0.28600	-0.18040	89.64000
0.28800	-0.18040	89.82000
0.29000	-0.18040	89.82000
0.29200	-0.18040	89.82000
0.29400	-0.18040	89.91000
0.29600	-0.18040	89.91000
0.29800	-0.18040	89.82000
0.30000	-0.09020	89.82000
0.30200	0.00000	89.82000
0.30400	0.00000	89.82000
0.30600	0.00000	89.91000
0.30800	0.00000	89.91000
0.31000	0.18040	89.91000
0.31200	0.27060	89.91000
0.31400	0.27060	89.82000
0.31600	0.36080	89.91000
0.31800	0.36080	90.00000
0.32000	0.36080	89.91000
0.32200	0.36080	89.91000
0.32400	0.45100	90.09000
0.32600	0.45100	90.09000
0.32800	0.27060	89.91000
0.33000	0.36080	89.82000
0.33200	0.36080	89.91000
0.33400	0.36080	90.00000
0.33600	0.27060	90.00000
0.33800	0.09020	90.00000
0.34000	0.18040	90.00000
0.34200	0.09020	90.00000
0.34400	0.09020	90.00000
0.34600	0.18040	90.00000
0.34800	0.18040	90.00000
0.35000	0.18040	89.91000
0.35200	0.18040	90.00000
0.35400	0.09020	90.00000
0.35600	0.09020	89.91000
0.35800	0.09020	89.91000
0.36000	0.00000	89.91000
0.36200	0.00000	90.00000
0.36400	0.00000	90.00000
0.36600	-0.09020	90.00000
0.36800	-0.27060	90.00000
0.37000	-0.36080	90.00000
0.37200	-0.36080	89.91000
0.37400	-0.36080	89.82000
0.37600	-0.27060	89.82000
0.37800	-0.27060	89.91000
0.38000	-0.27060	89.82000
0.38200	-0.27060	89.91000
0.38400	-0.36080	89.91000
0.38600	-0.36080	90.00000
0.38800	-0.27060	90.00000
0.39000	-0.27060	90.00000
0.39200	-0.27060	89.91000
0.39400	-0.27060	89.91000
0.39600	-0.27060	90.00000
0.39800	-0.27060	90.00000
0.40000	-0.18040	89.91000
0.40200	-0.27060	89.82000
0.40400	-0.45100	89.73000
0.40600	-0.36080	89.73000
0.40800	-0.27060	89.73000
0.41000	-0.27060	89.64000
0.41200	-0.27060	89.82000
0.41400	-0.36080	89.82000
0.41600	-0.36080	89.82000
0.41800	-0.36080	89.82000
0.42000	-0.36080	89.82000
0.42200	-0.45100	89.73000
0.42400	-0.45100	89.73000
0.42600	-0.54120	89.73000
0.42800	-0.63140	89.73000
0.43000	-0.63140	89.64000
0.43200	-0.54120	89.64000
0.43400	-0.45100	89.73000
0.43600	-0.54120	89.73000
0.43800	-0.54120	89.64000
0.44000	-0.54120	89.64000
0.44200	-0.54120	89.55000
0.44400	-0.54120	89.55000
0.44600	-0.54120	89.46000
0.44800	-0.63140	89.46000
0.45000	-0.54120	89.55000
0.45200	-0.45100	89.64000
0.45400	-0.36080	89.55000
0.45600	-0.45100	89.64000
0.45800	-0.45100	89.73000
0.46000	-0.36080	89.73000
0.46200	-0.36080	89.64000
0.46400	-0.27060	89.64000
0.46600	-0.09020	89.73000
0.46800	0.00000	89.73000
0.47000	0.00000	89.73000
0.47200	0.00000	89.73000
0.47400	0.00000	89.82000
0.47600	0.00000	89.82000
0.47800	0.00000	89.82000
0.48000	0.00000	89.91000
0.48200	0.00000	89.82000
0.48400	0.00000	90.00000
0.48600	0.09020	90.00000
0.48800	0.00000	89.91000
0.49000	0.00000	89.82000
0.49200	-0.09020	89.82000
0.49400	-0.18040	89.82000
0.49600	-0.18040	89.73000
0.49800	-0.18040	89.82000
0.50000	-0.18040	89.82000
0.50200	-0.27060	89.82000
0.50400	-0.18040	89.82000
0.50600	-0.27060	89.82000
0.50800	-0.27060	89.91000
0.51000	-0.27060	89.82000
0.51200	-0.36080	89.82000
0.51400	-0.45100	89.82000
0.51600	-0.45100	89.82000
0.51800	-0.27060	89.82000
0.52000	-0.27060	89.82000
0.52200	-0.36080	89.73000
0.52400	-0.27060	89.73000
0.52600	-0.18040	89.82000
0.52800	-0.18040	89.91000
0.53000	-0.18040	89.91000
0.53200	-0.18040	89.91000
0.53400	-0.18040	89.82000
0.53600	-0.09020	89.82000
0.53800	-0.18040	89.82000
0.54000	-0.18040	89.91000
0.54200	-0.27060	89.91000
0.54400	-0.18040	89.82000
0.54600	-0.09020	89.82000
0.54800	0.00000	89.82000
0.55000	-0.09020	89.82000
0.55200	0.00000	89.73000
0.55400	0.00000	89.73000
0.55600	0.00000	89.82000
0.55800	0.00000	89.73000
0.56000	-0.09020	89.64000
0.56200	-0.09020	89.64000
0.56400	-0.18040	89.64000
0.56600	-0.27060	89.73000
0.56800	-0.27060	89.73000
0.57000	-0.27060	89.82000
0.57200	-0.36080	89.82000
0.57400	-0.36080	89.73000
0.57600	-0.36080	89.73000
0.57800	-0.36080	89.64000
0.58000	-0.27060	89.73000
0.58200	-0.18040	89.55000
0.58400	-0.09020	89.73000
0.58600	-0.09020	89.73000
0.58800	0.00000	89.82000
0.59000	0.00000	89.82000
0.59200	0.00000	89.73000
0.59400	0.09020	89.82000
0.59600	0.09020	89.73000
0.59800	0.18040	89.82000
0.60000	0.18040	89.73000
0.60200	0.18040	89.64000
0.60400	0.18040	89.55000
0.60600	0.27060	89.55000
0.60800	0.09020	89.55000
0.61000	0.09020	89.64000
0.61200	0.09020	89.64000
0.61400	0.09020	89.64000
0.61600	0.00000	89.55000
0.61800	-0.09020	89.64000
0.62000	-0.18040	89.55000
0.62200	-0.27060	89.64000
0.62400	-0.18040	89.64000
0.62600	-0.18040	89.73000
0.62800	-0.27060	89.73000
0.63000	-0.36080	89.82000
0.63200	-0.36080	89.82000
0.63400	-0.54120	89.82000
0.63600	-0.54120	89.82000
0.63800	-0.54120	89.82000
0.64000	-0.54120	89.73000
0.64200	-0.63140	89.73000
0.64400	-0.54120	89.73000
0.64600	-0.54120	89.73000
0.64800	-0.54120	89.82000
0.65000	-0.63140	89.82000
0.65200	-0.63140	89.73000
0.65400	-0.54120	89.91000
0.65600	-0.63140	89.91000
0.65800	-0.63140	89.82000
0.66000	-0.63140	89.82000
0.66200	-0.63140	89.73000
0.66400	-0.63140	89.64000
0.66600	-0.63140	89.64000
0.66800	-0.63140	89.73000
0.67000	-0.72160	89.91000
0.67200	-0.63140	89.91000
0.67400	-0.63140	89.91000
0.67600	-0.54120	89.91000
0.67800	-0.54120	90.00000
0.68000	-0.54120	89.91000
0.68200	-0.54120	89.91000
0.68400	-0.63140	89.91000
0.68600	-0.72160	89.91000
0.68800	-0.63140	89.91000
0.69000	-0.54120	89.82000
0.69200	-0.54120	89.91000
0.69400	-0.54120	90.00000
0.69600	-0.54120	90.09000
0.69800	-0.54120	90.09000
0.70000	-0.54120	90.00000
0.70200	-0.45100	90.00000
0.70400	-0.45100	89.91000
0.70600	-0.36080	89.91000
0.70800	-0.36080	89.91000
0.71000	-0.45100	89.91000
0.71200	-0.45100	89.91000
0.71400	-0.54120	89.91000
0.71600	-0.63140	89.91000
0.71800	-0.63140	89.91000
0.72000	-0.72160	89.91000
0.72200	-0.72160	89.91000
0.72400	-0.81180	89.91000
0.72600	-0.90200	89.91000
0.72800	-0.81180	89.82000
0.73000	-0.90200	89.91000
0.73200	-0.81180	89.82000
0.73400	-0.81180	89.82000
0.73600	-0.90200	89.73000
0.73800	-0.81180	89.82000
0.74000	-0.81180	89.91000
0.74200	-0.81180	89.82000
0.74400	-0.72160	89.73000
0.74600	-0.72160	89.73000
0.74800	-0.72160	89.82000
0.75000	-0.72160	89.73000
0.75200	-0.72160	89.73000
0.75400	-0.72160	89.73000
0.75600	-0.63140	89.73000
0.75800	-0.72160	89.73000
0.76000	-0.81180	89.73000
0.76200	-0.90200	89.73000
0.76400	-0.90200	89.73000
0.76600	-0.81180	89.64000
0.76800	-0.81180	89.64000
0.77000	-0.90200	89.64000
0.77200	-1.08240	89.64000
0.77400	-1.08240	89.64000
0.77600	-0.99220	89.64000
0.77800	-0.99220	89.55000
0.78000	-0.99220	89.55000
0.78200	-1.08240	89.55000
0.78400	-1.08240	89.64000
0.78600	-1.08240	89.64000
0.78800	-1.08240	89.64000
0.79000	-1.08240	89.55000
0.79200	-0.99220	89.64000
0.79400	-0.90200	89.73000
0.79600	-0.90200	89.73000
0.79800	-0.90200	89.73000
0.80000	-0.90200	89.64000
0.80200	-0.81180	89.55000
0.80400	-0.81180	89.55000
0.80600	-0.90200	89.55000
0.80800	-0.81180	89.73000
0.81000	-0.81180	89.91000
0.81200	-0.90200	89.82000
0.81400	-0.81180	89.82000
0.81600	-0.72160	89.82000
0.81800	-0.63140	89.73000
0.82000	-0.63140	89.64000
0.82200	-0.63140	89.82000
0.82400	-0.63140	89.82000
0.82600	-0.72160	89.82000
0.82800	-0.72160	89.82000
0.83000	-0.72160	89.82000
0.83200	-0.72160	89.73000
0.83400	-0.54120	89.82000
0.83600	-0.54120	89.73000
0.83800	-0.45100	89.73000
0.84000	-0.54120	89.73000
0.84200	-0.54120	89.73000
0.84400	-0.54120	89.73000
0.84600	-0.63140	89.73000
0.84800	-0.63140	89.82000
0.85000	-0.63140	89.82000
0.85200	-0.63140	89.82000
0.85400	-0.81180	89.73000
0.85600	-0.81180	89.73000
0.85800	-0.90200	89.73000
0.86000	-0.99220	89.82000
0.86200	-1.17260	89.82000
0.86400	-1.17260	89.82000
0.86600	-1.17260	89.73000
0.86800	-1.26280	89.82000
0.87000	-1.26280	89.82000
0.87200	-1.35300	89.82000
0.87400	-1.35300	89.91000
0.87600	-1.44320	89.91000
0.87800	-1.53340	89.91000
0.88000	-1.62360	89.73000
0.88200	-1.71380	89.64000
0.88400	-1.89420	89.64000
0.88600	-1.89420	89.73000
0.88800	-1.89420	89.82000
0.89000	-1.89420	89.73000
0.89200	-1.89420	89.82000
0.89400	-1.98440	89.91000
0.89600	-2.16480	89.82000
0.89800	-2.25500	89.82000
0.90000	-2.43540	89.82000
0.90200	-2.43540	89.91000
0.90400	-2.52560	90.00000
0.90600	-2.79620	90.00000
0.90800	-2.79620	89.91000
0.91000	-2.79620	90.00000
0.91200	-2.79620	89.91000
0.91400	-2.79620	90.00000
0.91600	-2.79620	89.91000
0.91800	-2.79620	90.00000
0.92000	-2.88640	90.00000
0.92200	-2.97660	89.91000
0.92400	-3.06680	89.82000
0.92600	-3.15700	89.82000
0.92800	-3.24720	89.73000
0.93000	-3.15700	89.64000
0.93200	-3.06680	89.64000
0.93400	-3.06680	89.64000
0.93600	-2.97660	89.73000
0.93800	-2.97660	89.82000
0.94000	-2.97660	89.91000
0.94200	-3.06680	90.00000
0.94400	-3.06680	89.91000
0.94600	-3.06680	89.73000
0.94800	-2.97660	89.73000
0.95000	-2.97660	89.73000
0.95200	-2.97660	89.73000
0.95400	-2.88640	89.82000
0.95600	-2.79620	89.73000
0.95800	-2.79620	89.73000
0.96000	-2.79620	89.82000
0.96200	-2.79620	89.73000
0.96400	-2.70600	89.64000
0.96600	-2.61580	89.64000
0.96800	-2.52560	89.64000
0.97000	-2.43540	89.64000
0.97200	-2.25500	89.73000
0.97400	-2.34520	89.73000
0.97600	-2.34520	89.73000
0.97800	-2.25500	89.82000
0.98000	-2.16480	89.73000
0.98200	-2.07460	89.64000
0.98400	-1.98440	89.55000
0.98600	-1.98440	89.64000
0.98800	-1.98440	89.64000
0.99000	-1.89420	89.73000
0.99200	-1.89420	89.73000
0.99400	-1.80400	89.73000
0.99600	-1.71380	89.82000
0.99800	-1.71380	89.73000
1.00000	-1.71380	89.73000
1.00200	-1.71380	89.64000
1.00400	-1.71380	89.73000
1.00600	-1.71380	89.73000
1.00800	-1.71380	89.73000
1.01000	-1.80400	89.64000
1.01200	-1.80400	89.64000
1.01400	-1.89420	89.64000
1.01600	-1.80400	89.64000
1.01800	-1.80400	89.55000
1.02000	-1.89420	89.55000
1.02200	-1.80400	89.64000
1.02400	-1.89420	89.64000
1.02600	-1.98440	89.64000
1.02800	-1.98440	89.73000
1.03000	-2.16480	89.73000
1.03200	-2.25500	89.82000
1.03400	-2.34520	89.82000
1.03600	-2.34520	89.82000
1.03800	-2.34520	89.82000
1.04000	-2.34520	89.91000
1.04200	-2.34520	89.91000
1.04400	-2.34520	89.91000
1.04600	-2.52560	89.91000
1.04800	-2.61580	89.82000
1.05000	-2.52560	89.82000
1.05200	-2.52560	89.82000
1.05400	-2.52560	89.82000
1.05600	-2.52560	89.82000
1.05800	-2.43540	89.73000
1.06000	-2.34520	89.82000
1.06200	-2.43540	89.91000
1.06400	-2.43540	89.82000
1.06600	-2.43540	89.73000
1.06800	-2.25500	89.91000
1.07000	-2.34520	89.82000
1.07200	-2.43540	89.91000
1.07400	-2.43540	89.91000
1.07600	-2.43540	89.91000
1.07800	-2.52560	89.91000
1.08000	-2.52560	89.91000
1.08200	-2.61580	89.91000
1.08400	-2.52560	89.91000
1.08600	-2.61580	89.82000
1.08800	-2.61580	89.73000
1.09000	-2.61580	89.82000
1.09200	-2.61580	89.91000
1.09400	-2.61580	89.82000
1.09600	-2.70600	89.82000
1.09800	-2.70600	89.73000
1.10000	-2.70600	89.64000
1.10200	-2.61580	89.64000
1.10400	-2.43540	89.64000
1.10600	-2.34520	89.64000
1.10800	-2.16480	89.73000
1.11000	-2.16480	89.64000
1.11200	-2.25500	89.73000
1.11400	-2.16480	89.73000
1.11600	-1.98440	89.73000
1.11800	-1.89420	89.73000
1.12000	-1.80400	89.73000
1.12200	-1.80400	89.73000
1.12400	-1.71380	89.82000
1.12600	-1.71380	89.73000
1.12800	-1.62360	89.73000
1.13000	-1.62360	89.73000
1.13200	-1.62360	89.73000
1.13400	-1.53340	89.73000
1.13600	-1.53340	89.82000
1.13800	-1.44320	89.82000
1.14000	-1.53340	89.82000
1.14200	-1.62360	89.82000
1.14400	-1.71380	89.82000
1.14600	-1.80400	89.73000
1.14800	-1.71380	89.73000
1.15000	-1.71380	89.73000
1.15200	-1.80400	89.73000
1.15400	-1.80400	89.73000
1.15600	-1.80400	89.82000
1.15800	-1.89420	89.91000
1.16000	-2.07460	90.00000
1.16200	-2.16480	89.91000
1.16400	-2.34520	89.91000
1.16600	-2.25500	89.91000
1.16800	-2.34520	89.82000
1.17000	-2.34520	89.82000
1.17200	-2.52560	89.82000
1.17400	-2.43540	89.73000
1.17600	-2.34520	89.82000
1.17800	-2.34520	89.73000
1.18000	-2.25500	89.73000
1.18200	-2.43540	89.73000
1.18400	-2.43540	89.73000
1.18600	-2.43540	89.82000
1.18800	-2.43540	90.00000
1.19000	-2.43540	89.91000
1.19200	-2.43540	89.82000
1.19400	-2.34520	89.91000
1.19600	-2.34520	89.91000
1.19800	-2.25500	89.82000
1.20000	-2.25500	89.73000
1.20200	-2.25500	89.82000
1.20400	-2.34520	89.82000
1.20600	-2.34520	89.73000
1.20800	-2.34520	89.82000
1.21000	-2.34520	89.91000
1.21200	-2.34520	89.82000
1.21400	-2.34520	89.73000
1.21600	-2.34520	89.73000
1.21800	-2.34520	89.73000
1.22000	-2.43540	89.82000
1.22200	-2.25500	89.82000
1.22400	-2.25500	89.73000
1.22600	-2.25500	89.73000
1.22800	-2.25500	89.73000
1.23000	-2.34520	89.82000
1.23200	-2.43540	89.82000
1.23400	-2.52560	89.91000
1.23600	-2.52560	89.91000
1.23800	-2.70600	89.91000
1.24000	-2.61580	89.91000
1.24200	-2.61580	89.91000
1.24400	-2.79620	89.82000
1.24600	-2.70600	89.82000
1.24800	-2.70600	89.82000
1.25000	-2.61580	89.73000
1.25200	-2.61580	89.73000
1.25400	-2.61580	89.73000
1.25600	-2.70600	89.73000
1.25800	-2.70600	89.73000
1.26000	-2.88640	89.73000
1.26200	-2.97660	89.82000
1.26400	-2.88640	89.73000
1.26600	-2.97660	89.73000
1.26800	-2.88640	89.82000
1.27000	-2.97660	89.73000
1.27200	-3.15700	89.73000
1.27400	-3.33740	89.73000
1.27600	-3.33740	89.64000
1.27800	-3.51780	89.73000
1.28000	-3.69820	89.73000
1.28200	-3.69820	89.64000
1.28400	-3.69820	89.73000
1.28600	-3.96880	89.73000
1.28800	-4.05900	89.91000
1.29000	-4.23940	89.91000
1.29200	-4.32960	89.82000
1.29400	-4.41980	89.91000
1.29600	-4.60020	89.82000
1.29800	-4.69040	89.82000
1.30000	-4.78060	89.82000
1.30200	-4.87080	89.82000
1.30400	-4.96100	89.82000
1.30600	-5.14140	89.73000
1.30800	-5.14140	89.73000
1.31000	-5.32180	89.91000
1.31200	-5.41200	89.73000
1.31400	-5.32180	89.64000
1.31600	-5.32180	89.64000
1.31800	-5.41200	89.73000
1.32000	-5.50220	89.82000
1.32200	-5.50220	89.91000
1.32400	-5.50220	89.91000
1.32600	-5.50220	89.82000
1.32800	-5.32180	89.73000
1.33000	-5.14140	89.82000
1.33200	-5.05120	89.91000
1.33400	-5.05120	90.00000
1.33600	-4.96100	89.91000
1.33800	-4.96100	89.91000
1.34000	-4.96100	89.82000
1.34200	-5.05120	89.82000
1.34400	-4.96100	89.73000
1.34600	-4.87080	89.82000
1.34800	-4.78060	89.91000
1.35000	-4.78060	89.73000
1.35200	-4.78060	89.73000
1.35400	-4.69040	89.82000
1.35600	-4.60020	89.73000
1.35800	-4.51000	89.73000
1.36000	-4.41980	89.64000
1.36200	-4.41980	89.55000
1.36400	-4.41980	89.64000
1.36600	-4.32960	89.64000
1.36800	-4.23940	89.64000
1.37000	-4.32960	89.64000
1.37200	-4.23940	89.64000
1.37400	-4.23940	89.64000
1.37600	-4.14920	89.64000
1.37800	-4.14920	89.73000
1.38000	-4.05900	89.73000
1.38200	-4.05900	89.73000
1.38400	-4.14920	89.64000
1.38600	-4.14920	89.73000
1.38800	-4.14920	89.64000
1.39000	-4.23940	89.64000
1.39200	-4.23940	89.82000
1.39400	-4.32960	89.73000
1.39600	-4.23940	89.73000
1.39800	-4.23940	89.82000
1.40000	-4.32960	89.73000
1.40200	-4.41980	89.73000
1.40400	-4.41980	89.64000
1.40600	-4.41980	89.73000
1.40800	-4.32960	89.82000
1.41000	-4.32960	89.73000
1.41200	-4.23940	89.73000
1.41400	-4.05900	89.73000
1.41600	-3.96880	89.82000
1.41800	-3.87860	89.91000
1.42000	-3.78840	89.73000
1.42200	-3.69820	89.73000
1.42400	-3.60800	89.73000
1.42600	-3.42760	89.73000
1.42800	-3.15700	89.82000
1.43000	-2.88640	89.82000
1.43200	-2.79620	89.82000
1.43400	-2.70600	89.73000
1.43600	-2.61580	89.73000
1.43800	-2.70600	89.64000
1.44000	-2.79620	89.73000
1.44200	-2.88640	89.73000
1.44400	-2.88640	89.82000
1.44600	-2.88640	89.82000
1.44800	-2.88640	89.82000
1.45000	-2.79620	89.73000
1.45200	-2.88640	89.73000
1.45400	-2.97660	89.73000
1.45600	-3.06680	89.73000
1.45800	-3.06680	89.73000
1.46000	-3.06680	89.82000
1.46200	-3.15700	89.82000
1.46400	-3.15700	89.73000
1.46600	-3.24720	89.73000
1.46800	-3.33740	89.55000
1.47000	-3.33740	89.55000
1.47200	-3.33740	89.55000
1.47400	-3.51780	89.64000
1.47600	-3.60800	89.64000
1.47800	-3.60800	89.73000
1.48000	-3.69820	89.73000
1.48200	-3.78840	89.64000
1.48400	-3.78840	89.55000
1.48600	-3.96880	89.55000
1.48800	-3.87860	89.55000
1.49000	-3.87860	89.64000
1.49200	-3.87860	89.64000
1.49400	-3.87860	89.64000
1.49600	-3.87860	89.64000
1.49800	-3.87860	89.73000
1.50000	-3.87860	89.64000
1.50200	-3.87860	89.64000
1.50400	-3.78840	89.64000
1.50600	-3.78840	89.64000
1.50800	-3.78840	89.64000
1.51000	-3.87860	89.64000
1.51200	-3.78840	89.73000
1.51400	-3.78840	89.73000
1.51600	-3.78840	89.73000
1.51800	-3.78840	89.82000
1.52000	-3.87860	89.73000
1.52200	-3.96880	89.73000
1.52400	-3.96880	89.73000
1.52600	-4.05900	89.64000
1.52800	-4.14920	89.64000
1.53000	-4.32960	89.73000
1.53200	-4.41980	89.73000
1.53400	-4.60020	89.64000
1.53600	-4.78060	89.73000
1.53800	-4.87080	89.91000
1.54000	-5.05120	89.91000
1.54200	-5.32180	89.91000
1.54400	-5.41200	89.82000
1.54600	-5.50220	89.82000
1.54800	-5.50220	89.91000
1.55000	-5.59240	89.82000
1.55200	-5.59240	89.82000
1.55400	-5.68260	89.82000
1.55600	-5.77280	90.00000
1.55800	-5.77280	89.91000
1.56000	-5.77280	89.91000
1.56200	-5.86300	89.82000
1.56400	-5.86300	89.82000
1.56600	-5.86300	89.82000
1.56800	-5.77280	90.00000
1.57000	-5.68260	89.91000
1.57200	-5.41200	89.64000
1.57400	-5.14140	89.73000
1.57600	-5.05120	89.91000
1.57800	-4.78060	89.91000
1.58000	-4.51000	89.82000
1.58200	-4.32960	89.73000
1.58400	-4.14920	89.82000
1.58600	-4.05900	89.73000
1.58800	-3.96880	89.82000
1.59000	-3.78840	89.73000
1.59200	-3.60800	89.82000
1.59400	-3.60800	89.73000
1.59600	-3.60800	89.73000
1.59800	-3.51780	89.73000
1.60000	-3.51780	89.73000
1.60200	-3.51780	89.73000
1.60400	-3.60800	89.73000
1.60600	-3.78840	89.64000
1.60800	-3.96880	89.55000
1.61000	-4.05900	89.64000
1.61200	-4.14920	89.64000
1.61400	-4.23940	89.55000
1.61600	-4.51000	89.55000
1.61800	-4.60020	89.55000
1.62000	-4.69040	89.55000
1.62200	-4.78060	89.55000
1.62400	-4.96100	89.55000
1.62600	-5.05120	89.46000
1.62800	-5.32180	89.46000
1.63000	-5.50220	89.55000
1.63200	-5.59240	89.55000
1.63400	-5.68260	89.55000
1.63600	-5.95320	89.55000
1.63800	-6.04340	89.46000
1.64000	-6.13360	89.37000
1.64200	-6.22380	89.37000
1.64400	-6.40420	89.46000
1.64600	-6.49440	89.46000
1.64800	-6.85520	89.46000
1.65000	-6.94540	89.46000
1.65200	-6.94540	89.55000
1.65400	-7.03560	89.46000
1.65600	-7.12580	89.37000
1.65800	-7.12580	89.46000
1.66000	-7.12580	89.46000
1.66200	-7.21600	89.46000
1.66400	-7.30620	89.55000
1.66600	-7.48660	89.55000
1.66800	-7.39640	89.55000
1.67000	-7.48660	89.64000
1.67200	-7.48660	89.55000
1.67400	-7.39640	89.64000
1.67600	-7.39640	89.64000
1.67800	-7.30620	89.73000
1.68000	-7.30620	89.82000
1.68200	-7.39640	89.73000
1.68400	-7.21600	89.64000
1.68600	-7.12580	89.64000
1.68800	-7.03560	89.64000
