/***********************************************************
* Ocean Resources and Renewable Energy Laboratory
* Version: v1.0 (Released on May 1st, 2021)
* Programmed by: Jessica Nguyen (Email: nvnguyen@umass.edu)
*----------------------------------------------------------
* Project Name:	NREL_VGOSWEC_inertia
* Project Lead:	JD
* Labview Operator:	JD
* Comments:	Dry swing test to determine moment of inertia of VGOSWEC. Naming convention: PHI (signed initial pos in deg) VGM (variable geometry module angle in deg).
* Date and Time:	Thu 03 Jun 2021 05:27:41 PM EDT
***********************************************************/

"Time(s)"	"Roll(deg)"	"Pitch(deg)"	
0.31600	0.00000	0.00000
0.31800	-0.63140	90.00000
0.32000	-0.54120	90.00000
0.32200	-0.54120	90.00000
0.32400	-0.54120	90.00000
0.32600	-0.72160	89.91000
0.32800	0.00000	0.00000
0.33000	-0.90200	90.00000
0.33200	-0.90200	90.00000
0.33400	-0.90200	90.09000
0.33600	-0.72160	90.00000
0.33800	-0.81180	90.09000
0.34000	-0.81180	90.09000
0.34200	0.00000	0.00000
0.34400	-0.90200	90.18000
0.34600	-0.99220	90.27000
0.34800	-0.90200	90.18000
0.35000	-0.99220	90.09000
0.35200	-0.99220	90.09000
0.35400	-0.90200	90.09000
0.35600	0.00000	0.00000
0.35800	-0.90200	90.09000
0.36000	-0.99220	90.00000
0.36200	-0.99220	90.00000
0.36400	-0.99220	90.00000
0.36600	-0.90200	90.00000
0.36800	-0.72160	89.82000
0.37000	0.00000	0.00000
0.37200	-0.81180	89.82000
0.37400	-0.81180	89.91000
0.37600	-0.81180	89.82000
0.37800	-0.81180	89.91000
0.38000	-0.90200	89.82000
0.38200	-0.72160	89.82000
0.38400	0.00000	0.00000
0.38600	-0.72160	89.91000
0.38800	-0.72160	89.91000
0.39000	-0.63140	89.91000
0.39200	-0.63140	89.82000
0.39400	-0.63140	89.82000
0.39600	-0.63140	89.82000
0.39800	0.00000	0.00000
0.40000	-0.63140	89.82000
0.40200	-0.63140	89.91000
0.40400	-0.54120	89.82000
0.40600	-0.45100	89.91000
0.40800	-0.54120	89.73000
0.41000	-0.45100	89.73000
0.41200	0.00000	0.00000
0.41400	-0.45100	89.64000
0.41600	-0.54120	89.64000
0.41800	-0.54120	89.55000
0.42000	-0.54120	89.55000
0.42200	-0.45100	89.64000
0.42400	-0.36080	89.73000
0.42600	0.00000	0.00000
0.42800	-0.54120	89.64000
0.43000	-0.45100	89.64000
0.43200	-0.54120	89.73000
0.43400	-0.63140	89.82000
0.43600	-0.54120	89.73000
0.43800	-0.72160	89.82000
0.44000	-0.72160	89.82000
0.44200	-0.63140	89.82000
0.44400	0.00000	0.00000
0.44600	-0.72160	89.91000
0.44800	-0.72160	89.91000
0.45000	-0.81180	89.82000
0.45200	-0.81180	89.82000
0.45400	0.00000	0.00000
0.45600	-0.90200	89.73000
0.45800	-0.99220	89.82000
0.46000	-0.99220	90.00000
0.46200	-1.08240	89.91000
0.46400	-1.17260	89.82000
0.46600	-1.17260	90.00000
0.46800	0.00000	0.00000
0.47000	-1.26280	90.09000
0.47200	-1.44320	90.09000
0.47400	-1.53340	90.00000
0.47600	-1.53340	90.09000
0.47800	-1.62360	90.09000
0.48000	-1.71380	90.18000
0.48200	0.00000	0.00000
0.48400	-1.80400	90.18000
0.48600	-1.71380	90.18000
0.48800	-1.80400	90.27000
0.49000	-1.89420	90.27000
0.49200	-1.89420	90.27000
0.49400	-1.80400	90.27000
0.49600	0.00000	0.00000
0.49800	-1.89420	90.18000
0.50000	-1.89420	90.18000
0.50200	-1.89420	90.18000
0.50400	-1.89420	90.27000
0.50600	-1.80400	90.27000
0.50800	-1.71380	90.45000
0.51000	0.00000	0.00000
0.51200	-1.62360	90.45000
0.51400	-1.62360	90.45000
0.51600	-1.62360	90.36000
0.51800	-1.71380	90.36000
0.52000	-1.80400	90.45000
0.52200	-1.62360	90.27000
0.52400	0.00000	0.00000
0.52600	-1.62360	90.27000
0.52800	-1.53340	90.27000
0.53000	-1.53340	90.27000
0.53200	-1.62360	90.27000
0.53400	-1.62360	90.27000
0.53600	-1.71380	90.27000
0.53800	0.00000	0.00000
0.54000	-1.89420	90.27000
0.54200	-1.89420	90.18000
0.54400	-1.98440	90.09000
0.54600	-1.98440	90.00000
0.54800	-2.16480	90.00000
0.55000	-2.25500	90.09000
0.55200	0.00000	0.00000
0.55400	-2.16480	90.00000
0.55600	-2.16480	90.09000
0.55800	-2.07460	90.00000
0.56000	-2.16480	89.91000
0.56200	-2.16480	90.00000
0.56400	-1.98440	90.00000
0.56600	-2.07460	90.00000
0.56800	0.00000	0.00000
0.57000	-2.07460	90.09000
0.57200	-2.07460	90.09000
0.57400	-2.16480	90.00000
0.57600	-1.98440	90.00000
0.57800	-1.89420	89.82000
0.58000	0.00000	0.00000
0.58200	-1.80400	89.82000
0.58400	-1.71380	89.82000
0.58600	-1.71380	89.82000
0.58800	-1.71380	89.82000
0.59000	-1.71380	89.82000
0.59200	-1.71380	89.73000
0.59400	0.00000	0.00000
0.59600	-1.71380	89.73000
0.59800	-1.62360	89.73000
0.60000	-1.53340	89.73000
0.60200	-1.44320	89.82000
0.60400	-1.44320	89.82000
0.60600	-1.44320	89.82000
0.60800	0.00000	0.00000
0.61000	-1.35300	89.73000
0.61200	-1.35300	89.73000
0.61400	-1.26280	89.73000
0.61600	-1.26280	89.73000
0.61800	-1.26280	89.73000
0.62000	-1.26280	89.73000
0.62200	0.00000	0.00000
0.62400	-1.35300	89.73000
0.62600	-1.44320	89.82000
0.62800	-1.44320	89.73000
0.63000	-1.44320	89.82000
0.63200	-1.53340	89.82000
0.63400	-1.62360	89.82000
0.63600	0.00000	0.00000
0.63800	-1.62360	89.82000
0.64000	-1.62360	89.91000
0.64200	-1.62360	89.91000
0.64400	-1.71380	89.73000
0.64600	-1.71380	89.82000
0.64800	-1.71380	89.91000
0.65000	-1.71380	89.82000
0.65200	-1.89420	89.82000
0.65400	-1.98440	89.73000
0.65600	0.00000	0.00000
0.65800	-1.98440	89.82000
0.66000	-1.89420	89.73000
0.66200	-1.98440	89.82000
0.66400	-1.89420	89.82000
0.66600	-1.98440	89.91000
0.66800	-2.16480	89.91000
0.67000	0.00000	0.00000
0.67200	-2.07460	90.00000
0.67400	-2.25500	90.00000
0.67600	-2.16480	90.09000
0.67800	-2.25500	90.00000
0.68000	-2.16480	90.00000
0.68200	-2.52560	89.91000
0.68400	0.00000	0.00000
0.68600	-2.61580	90.00000
0.68800	-2.61580	90.00000
0.69000	-2.79620	90.09000
0.69200	0.00000	0.00000
0.69400	-2.79620	90.09000
0.69600	-2.88640	90.00000
0.69800	0.00000	0.00000
0.70000	-2.88640	90.09000
0.70200	-2.97660	90.09000
0.70400	-3.15700	90.09000
0.70600	-3.24720	89.91000
0.70800	-3.33740	89.91000
0.71000	-3.42760	89.91000
0.71200	0.00000	0.00000
0.71400	-3.42760	90.00000
0.71600	-3.51780	89.91000
0.71800	-3.51780	89.82000
0.72000	-3.42760	89.91000
0.72200	-3.42760	89.82000
0.72400	-3.33740	89.82000
0.72600	0.00000	0.00000
0.72800	-3.24720	89.82000
0.73000	-3.15700	89.82000
0.73200	-3.15700	89.82000
0.73400	-3.15700	89.82000
0.73600	-3.15700	89.91000
0.73800	-2.97660	89.64000
0.74000	0.00000	0.00000
0.74200	-2.97660	89.64000
0.74400	-2.97660	89.73000
0.74600	-2.88640	89.73000
0.74800	-2.97660	89.73000
0.75000	-2.97660	89.91000
0.75200	-2.97660	89.73000
0.75400	0.00000	0.00000
0.75600	-2.79620	89.73000
0.75800	-2.79620	89.73000
0.76000	-2.70600	89.73000
0.76200	-2.70600	89.82000
0.76400	-2.79620	89.82000
0.76600	-2.70600	89.73000
0.76800	0.00000	0.00000
0.77000	-2.52560	89.73000
0.77200	-2.52560	89.73000
0.77400	-2.43540	89.82000
0.77600	-2.34520	89.91000
0.77800	-2.34520	89.91000
0.78000	-2.25500	89.91000
0.78200	0.00000	0.00000
0.78400	-2.34520	89.91000
0.78600	-2.25500	89.91000
0.78800	-2.16480	89.91000
0.79000	-2.25500	89.91000
0.79200	-2.25500	89.91000
0.79400	-2.16480	90.00000
0.79600	0.00000	0.00000
0.79800	-2.07460	90.09000
0.80000	-2.07460	90.09000
0.80200	-2.07460	90.00000
0.80400	-2.07460	90.00000
0.80600	-2.07460	89.91000
0.80800	-1.98440	89.91000
0.81000	0.00000	0.00000
0.81200	-1.98440	89.91000
0.81400	-1.98440	89.91000
0.81600	-1.98440	89.91000
0.81800	0.00000	0.00000
0.82000	-1.89420	89.91000
0.82200	-1.98440	90.00000
0.82400	0.00000	0.00000
0.82600	-2.07460	90.09000
0.82800	-2.07460	90.09000
0.83000	-1.98440	90.00000
0.83200	-2.07460	89.91000
0.83400	-2.16480	90.09000
0.83600	-2.16480	90.00000
0.83800	0.00000	0.00000
0.84000	-2.25500	90.00000
0.84200	-2.25500	90.00000
0.84400	-2.34520	89.91000
0.84600	-2.25500	89.91000
0.84800	-2.25500	89.91000
0.85000	-2.34520	89.91000
0.85200	0.00000	0.00000
0.85400	-2.43540	89.91000
0.85600	-2.52560	89.91000
0.85800	-2.61580	89.91000
0.86000	-2.52560	90.00000
0.86200	-2.61580	89.91000
0.86400	-2.61580	89.82000
0.86600	0.00000	0.00000
0.86800	-2.61580	89.91000
0.87000	-2.61580	89.91000
0.87200	-2.52560	89.73000
0.87400	-2.52560	89.64000
0.87600	-2.43540	89.82000
0.87800	-2.43540	89.91000
0.88000	0.00000	0.00000
0.88200	-2.52560	89.91000
0.88400	-2.61580	89.91000
0.88600	-2.52560	89.82000
0.88800	-2.43540	89.82000
0.89000	-2.43540	89.82000
0.89200	-2.34520	89.73000
0.89400	0.00000	0.00000
0.89600	-2.25500	89.64000
0.89800	-2.16480	89.73000
0.90000	-2.16480	89.73000
0.90200	-2.16480	89.64000
0.90400	-2.16480	89.64000
0.90600	-2.43540	89.73000
0.90800	0.00000	0.00000
0.91000	-2.43540	89.82000
0.91200	-2.34520	89.82000
0.91400	-2.43540	89.82000
0.91600	-2.43540	89.73000
0.91800	-2.52560	89.64000
0.92000	-2.52560	89.73000
0.92200	-2.43540	89.82000
0.92400	0.00000	0.00000
0.92600	-2.52560	89.82000
0.92800	-2.43540	89.82000
0.93000	-2.52560	89.73000
0.93200	-2.52560	89.73000
0.93400	-2.43540	89.64000
0.93600	0.00000	0.00000
0.93800	-2.34520	89.55000
0.94000	-2.34520	89.64000
0.94200	-2.43540	89.73000
0.94400	0.00000	0.00000
0.94600	-2.34520	89.73000
0.94800	-2.16480	89.73000
0.95000	0.00000	0.00000
0.95200	-2.07460	89.73000
0.95400	-1.98440	89.73000
0.95600	-1.89420	89.82000
0.95800	-1.98440	89.82000
0.96000	-1.98440	89.64000
0.96200	-1.98440	89.73000
0.96400	0.00000	0.00000
0.96600	-1.98440	89.82000
0.96800	-1.89420	89.73000
0.97000	-1.89420	89.73000
0.97200	-1.98440	89.73000
0.97400	-1.98440	89.73000
0.97600	-1.98440	89.82000
0.97800	0.00000	0.00000
0.98000	-1.98440	89.73000
0.98200	-1.98440	89.64000
0.98400	-1.98440	89.73000
0.98600	-1.98440	89.82000
0.98800	-2.16480	89.73000
0.99000	-2.25500	89.91000
0.99200	0.00000	0.00000
0.99400	-2.34520	89.91000
0.99600	-2.43540	89.82000
0.99800	-2.34520	89.82000
1.00000	-2.43540	89.91000
1.00200	-2.43540	89.91000
1.00400	-2.61580	89.82000
1.00600	0.00000	0.00000
1.00800	-2.70600	89.91000
1.01000	-2.70600	89.73000
1.01200	-2.70600	89.82000
1.01400	-2.79620	89.82000
1.01600	-2.88640	89.91000
1.01800	-2.88640	89.91000
1.02000	0.00000	0.00000
1.02200	-2.79620	89.91000
1.02400	-2.88640	89.82000
1.02600	-2.97660	89.82000
1.02800	-2.88640	89.82000
1.03000	-2.88640	89.91000
1.03200	-2.88640	89.91000
1.03400	-2.88640	89.82000
1.03600	-2.88640	89.82000
1.03800	-3.06680	89.82000
1.04000	0.00000	0.00000
1.04200	-2.97660	89.91000
1.04400	-2.97660	89.91000
1.04600	-2.88640	90.00000
1.04800	-2.79620	90.00000
1.05000	-2.88640	89.91000
1.05200	-2.79620	89.91000
1.05400	0.00000	0.00000
1.05600	-2.79620	90.00000
1.05800	-2.88640	90.00000
1.06000	-2.88640	89.91000
1.06200	-2.79620	90.09000
1.06400	-2.79620	90.00000
1.06600	-2.79620	89.91000
1.06800	0.00000	0.00000
1.07000	-2.88640	89.91000
1.07200	-2.88640	90.00000
1.07400	-2.79620	89.91000
1.07600	-2.79620	89.91000
1.07800	-2.61580	90.00000
1.08000	-2.61580	90.09000
1.08200	0.00000	0.00000
1.08400	-2.61580	90.18000
1.08600	-2.61580	90.00000
1.08800	-2.70600	90.00000
1.09000	-2.61580	90.00000
1.09200	-2.61580	90.00000
1.09400	-2.61580	90.09000
1.09600	0.00000	0.00000
1.09800	-2.70600	90.00000
1.10000	-2.70600	90.00000
1.10200	-2.61580	89.91000
1.10400	-2.52560	90.00000
1.10600	-2.52560	90.09000
1.10800	-2.61580	90.00000
1.11000	-2.61580	89.91000
1.11200	0.00000	0.00000
1.11400	-2.61580	89.91000
1.11600	-2.70600	89.91000
1.11800	-2.70600	89.91000
1.12000	-2.70600	90.00000
1.12200	-2.52560	90.00000
1.12400	0.00000	0.00000
1.12600	-2.43540	90.00000
1.12800	-2.61580	90.00000
1.13000	-2.70600	90.00000
1.13200	-2.79620	89.91000
1.13400	-2.88640	89.91000
1.13600	-2.88640	89.91000
1.13800	0.00000	0.00000
1.14000	-2.88640	90.00000
1.14200	-2.97660	89.91000
1.14400	-2.88640	89.91000
1.14600	0.00000	0.00000
1.14800	-2.88640	89.91000
1.15000	-2.79620	90.00000
1.15200	0.00000	0.00000
1.15400	-2.79620	90.09000
1.15600	-2.70600	90.00000
1.15800	-2.79620	90.00000
1.16000	-2.88640	90.00000
1.16200	-2.88640	89.91000
1.16400	-2.79620	89.91000
1.16600	0.00000	0.00000
1.16800	-2.70600	89.91000
1.17000	-2.70600	89.91000
1.17200	-2.70600	89.91000
1.17400	-2.70600	89.82000
1.17600	-2.79620	89.91000
1.17800	-2.79620	90.00000
1.18000	0.00000	0.00000
1.18200	-2.79620	89.91000
1.18400	-2.97660	89.91000
1.18600	-2.97660	90.00000
1.18800	-2.97660	89.91000
1.19000	-3.06680	89.82000
1.19200	-3.06680	89.73000
1.19400	0.00000	0.00000
1.19600	-3.06680	89.64000
1.19800	-3.15700	89.73000
1.20000	-3.33740	89.82000
1.20200	-3.33740	89.91000
1.20400	-3.42760	89.82000
1.20600	-3.42760	89.82000
1.20800	0.00000	0.00000
1.21000	-3.51780	90.00000
1.21200	-3.60800	90.00000
1.21400	-3.60800	89.91000
1.21600	-3.60800	90.00000
1.21800	-3.69820	90.00000
1.22000	-3.69820	90.09000
1.22200	0.00000	0.00000
1.22400	-3.78840	90.00000
1.22600	-3.69820	89.91000
1.22800	-3.78840	89.91000
1.23000	-3.78840	90.00000
1.23200	-3.60800	90.00000
1.23400	-3.51780	89.91000
1.23600	0.00000	0.00000
1.23800	-3.51780	89.82000
1.24000	-3.42760	89.82000
1.24200	-3.33740	89.91000
1.24400	-3.24720	89.82000
1.24600	-3.15700	89.91000
1.24800	-3.06680	90.00000
1.25000	0.00000	0.00000
1.25200	-2.97660	89.91000
1.25400	-3.06680	89.91000
1.25600	-2.97660	89.91000
1.25800	-2.79620	89.91000
1.26000	-2.88640	89.91000
1.26200	-2.70600	90.00000
1.26400	0.00000	0.00000
1.26600	-2.70600	89.91000
1.26800	-2.79620	90.00000
1.27000	-2.79620	89.91000
1.27200	-2.70600	89.82000
1.27400	-2.61580	89.91000
1.27600	-2.61580	89.91000
1.27800	0.00000	0.00000
1.28000	-2.70600	89.91000
1.28200	-2.88640	90.00000
1.28400	-2.88640	90.00000
1.28600	-2.97660	90.00000
1.28800	-3.06680	90.00000
1.29000	-2.97660	89.82000
1.29200	0.00000	0.00000
1.29400	-3.06680	89.82000
1.29600	-3.06680	89.82000
1.29800	-3.06680	89.91000
1.30000	-3.24720	89.91000
1.30200	-3.24720	89.73000
1.30400	-3.24720	89.91000
1.30600	0.00000	0.00000
1.30800	-3.24720	89.91000
1.31000	-3.33740	89.91000
1.31200	-3.15700	89.91000
1.31400	-3.15700	89.91000
1.31600	-3.15700	89.91000
1.31800	-3.15700	89.82000
1.32000	0.00000	0.00000
1.32200	-3.24720	89.91000
1.32400	-3.15700	89.91000
1.32600	-3.06680	89.91000
1.32800	-3.06680	89.91000
1.33000	-3.06680	89.91000
1.33200	-2.97660	89.91000
1.33400	0.00000	0.00000
1.33600	-2.97660	89.91000
1.33800	-2.88640	89.91000
1.34000	-2.88640	89.91000
1.34200	-2.97660	89.82000
1.34400	-2.88640	89.82000
1.34600	-2.88640	89.91000
1.34800	0.00000	0.00000
1.35000	-2.88640	89.82000
1.35200	-2.88640	89.82000
1.35400	-2.97660	89.91000
1.35600	0.00000	0.00000
1.35800	-3.06680	89.82000
1.36000	-2.88640	0.00000
1.36200	0.00000	0.00000
1.36400	-2.88640	89.82000
1.36600	-2.88640	89.82000
1.36800	-2.97660	89.91000
1.37000	-3.06680	89.91000
1.37200	-3.06680	89.91000
1.37400	-3.06680	89.82000
1.37600	0.00000	0.00000
1.37800	-2.97660	89.91000
1.38000	-2.97660	89.91000
1.38200	-2.97660	89.82000
1.38400	-3.06680	89.91000
1.38600	-2.97660	90.00000
1.38800	-2.97660	90.00000
1.39000	0.00000	0.00000
1.39200	-3.06680	89.91000
1.39400	-3.06680	90.00000
1.39600	-2.97660	90.00000
1.39800	-2.97660	90.00000
1.40000	-2.97660	90.00000
1.40200	-2.88640	89.91000
1.40400	0.00000	0.00000
1.40600	-2.79620	90.00000
1.40800	-2.79620	90.00000
1.41000	-2.79620	90.00000
1.41200	-2.88640	90.00000
1.41400	-2.88640	90.00000
1.41600	-2.88640	90.18000
1.41800	0.00000	0.00000
1.42000	-2.88640	90.09000
1.42200	-2.88640	90.09000
1.42400	-2.97660	90.00000
1.42600	-2.88640	90.00000
1.42800	-2.88640	90.09000
1.43000	-2.88640	90.00000
1.43200	0.00000	0.00000
1.43400	-2.79620	89.91000
1.43600	-2.79620	89.91000
1.43800	-2.70600	89.91000
1.44000	-2.70600	90.00000
1.44200	-2.79620	90.00000
1.44400	-2.70600	89.91000
1.44600	0.00000	0.00000
1.44800	-2.52560	89.82000
1.45000	-2.52560	89.82000
1.45200	-2.34520	89.91000
1.45400	-2.34520	89.91000
1.45600	-2.25500	89.91000
1.45800	-2.34520	89.82000
1.46000	0.00000	0.00000
1.46200	-2.34520	89.82000
1.46400	-2.25500	89.91000
1.46600	-2.25500	89.82000
1.46800	-2.34520	89.91000
1.47000	-2.34520	89.82000
1.47200	-2.34520	89.82000
1.47400	0.00000	0.00000
1.47600	-2.34520	89.82000
1.47800	-2.34520	89.82000
1.48000	-2.25500	89.82000
1.48200	-2.25500	89.82000
1.48400	-2.25500	89.91000
1.48600	-2.43540	89.82000
1.48800	0.00000	0.00000
1.49000	-2.43540	89.82000
1.49200	-2.52560	89.82000
1.49400	-2.52560	89.73000
1.49600	-2.43540	89.82000
1.49800	-2.52560	89.82000
1.50000	-2.61580	89.91000
1.50200	0.00000	0.00000
1.50400	-2.70600	90.00000
1.50600	-2.70600	89.91000
1.50800	-2.70600	89.91000
1.51000	-2.88640	89.82000
1.51200	-2.88640	89.82000
1.51400	-2.97660	0.00000
1.51600	0.00000	0.00000
1.51800	-3.06680	89.73000
1.52000	-3.06680	89.82000
1.52200	-2.97660	89.82000
1.52400	-2.88640	89.73000
1.52600	-2.97660	89.82000
1.52800	-2.97660	89.82000
1.53000	0.00000	0.00000
1.53200	-2.97660	89.91000
1.53400	-3.06680	89.91000
1.53600	-2.97660	89.82000
1.53800	-2.88640	89.91000
1.54000	-2.88640	89.73000
1.54200	-2.97660	89.73000
1.54400	0.00000	0.00000
1.54600	-2.88640	89.73000
1.54800	-2.97660	89.82000
1.55000	-2.97660	89.82000
1.55200	-2.97660	89.82000
1.55400	-2.97660	89.91000
1.55600	-2.88640	89.91000
1.55800	0.00000	0.00000
1.56000	-2.88640	89.91000
1.56200	-2.97660	90.00000
1.56400	-3.06680	89.91000
1.56600	-2.97660	90.00000
1.56800	-2.88640	89.91000
1.57000	-2.88640	89.91000
1.57200	0.00000	0.00000
1.57400	-2.97660	90.00000
1.57600	-2.88640	89.82000
1.57800	-3.06680	89.82000
1.58000	-2.97660	89.91000
1.58200	-2.88640	89.82000
1.58400	-2.79620	89.82000
1.58600	0.00000	0.00000
1.58800	-2.70600	89.82000
1.59000	-2.79620	89.82000
1.59200	-2.88640	89.82000
1.59400	-2.79620	89.91000
1.59600	-2.79620	89.91000
1.59800	-2.70600	89.91000
1.60000	0.00000	0.00000
1.60200	-2.70600	89.82000
1.60400	-2.70600	89.82000
1.60600	-2.70600	89.82000
1.60800	-2.61580	89.91000
1.61000	-2.70600	89.91000
1.61200	-2.52560	89.82000
1.61400	0.00000	0.00000
1.61600	-2.43540	89.82000
1.61800	-2.43540	89.73000
1.62000	-2.52560	89.73000
1.62200	-2.43540	89.82000
1.62400	-2.52560	89.82000
1.62600	-2.61580	89.91000
1.62800	0.00000	0.00000
1.63000	-2.70600	89.91000
1.63200	-2.79620	89.82000
1.63400	-2.79620	89.82000
1.63600	-2.61580	89.91000
1.63800	-2.61580	89.82000
1.64000	-2.79620	89.82000
1.64200	0.00000	0.00000
1.64400	-2.88640	89.82000
1.64600	-2.88640	89.82000
1.64800	0.00000	0.00000
1.65000	-2.97660	89.82000
1.65200	-2.88640	89.73000
1.65400	0.00000	0.00000
1.65600	-2.97660	89.64000
1.65800	-3.06680	89.73000
1.66000	-3.06680	89.64000
1.66200	-2.97660	89.73000
1.66400	-2.97660	89.73000
1.66600	-2.97660	89.82000
1.66800	0.00000	0.00000
1.67000	-2.88640	89.73000
1.67200	-2.79620	89.82000
1.67400	-2.88640	89.73000
1.67600	-2.88640	89.82000
1.67800	-2.88640	89.82000
1.68000	-2.97660	89.91000
1.68200	0.00000	0.00000
1.68400	-3.06680	89.82000
1.68600	-3.06680	89.82000
1.68800	-3.06680	89.91000
1.69000	-3.15700	89.91000
1.69200	-3.06680	89.91000
1.69400	-2.79620	89.91000
1.69600	0.00000	0.00000
1.69800	-2.79620	89.82000
1.70000	-2.79620	89.73000
1.70200	-2.79620	89.73000
