/***********************************************************
* Ocean Resources and Renewable Energy Laboratory
* Version: v1.0 (Released on May 1st, 2021)
* Programmed by: Jessica Nguyen (Email: nvnguyen@umass.edu)
*----------------------------------------------------------
* Project Name:	NREL_OSWEC_column_w_springs
* Project Lead:	JD
* Labview Operator:	JD
* Comments:	OSWEC scale model with 5.25" diameter cylindrical foundation and torsional springs. Model centered in window 2,  193.5 in from the start of the tank; probe positions: probe 1 (sonic, front) - 134 in; probe 2 (sonic, alongside) - 193.5 in; probe 3 (staff, back) - 274.5 in ; probe 4 (staff, back) - 332.5 in. Data aquisition specifications: wave start time: 0 s; wave end time: 40 s; delta t: 0.05; ramp time: 3 s; end time delay: 20 s; sampling rate: 2 ms.
* Date and Time:	Thu 10 Jun 2021 12:17:55 PM EDT
***********************************************************/

"Time(s)"	"ForceX(N)"	"ForceY(N)"	"ForceZ(N)"	"MomentX"	"MomentY"	"MomentZ"	
0.20800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.21000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.21200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.21400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.21600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.21800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.22000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.22200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.22400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.22600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.22800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.23000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.23200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.23400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.23600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.23800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.24000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.24200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.24400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.24600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.24800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.25000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.25200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.25400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.25600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.25800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.26000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.26200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.26400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.26600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.26800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.27000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.27200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.27400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.27600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.27800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.28000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.28200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.28400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.28600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.28800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.29000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.29200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.29400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.29600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.29800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.30000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.30200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.30400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.30600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.30800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.31000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.31200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.31400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.31600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.31800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.32000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.32200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.32400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.32600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.32800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.33000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.33200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.33400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.33600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.33800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.34000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.34200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.34400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.34600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.34800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.35000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.35200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.35400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.35600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.35800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.36000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.36200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.36400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.36600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.36800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.37000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.37200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.37400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.37600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.37800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.38000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.38200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.38400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.38600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.38800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.39000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.39200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.39400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.39600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.39800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.40000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.40200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.40400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.40600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.40800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.41000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.41200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.41400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.41600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.41800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.42000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.42200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.42400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.42600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.42800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.43000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.43200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.43400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.43600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.43800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.44000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.44200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.44400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.44600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.44800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.45000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.45200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.45400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.45600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.45800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.46000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.46200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.46400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.46600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.46800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.47000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.47200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.47400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.47600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.47800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.48000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.48200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.48400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.48600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.48800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.49000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.49200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.49400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.49600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.49800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.50000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.50200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.50400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.50600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.50800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.51000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.51200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.51400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.51600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.51800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.52000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.52200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.52400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.52600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.52800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.53000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.53200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.53400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.53600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.53800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.54000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.54200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.54400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.54600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.54800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.55000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.55200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.55400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.55600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.55800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.56000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.56200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.56400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.56600	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.56800	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.57000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.57200	0.00248	0.00169	0.00200	0.00225	0.00351	0.00167
0.57400	0.00248	0.00169	0.00200	0.00225	0.00351	0.00167
0.57600	0.00248	0.00169	0.00200	0.00225	0.00351	0.00167
0.57800	0.00248	0.00169	0.00200	0.00225	0.00351	0.00167
0.58000	0.00248	0.00169	0.00200	0.00225	0.00351	0.00167
0.58200	0.00248	0.00169	0.00200	0.00225	0.00351	0.00167
0.58400	0.00248	0.00169	0.00200	0.00225	0.00351	0.00167
0.58600	0.00248	0.00169	0.00200	0.00225	0.00351	0.00167
0.58800	0.00248	0.00169	0.00200	0.00225	0.00351	0.00167
0.59000	0.00248	0.00169	0.00200	0.00225	0.00351	0.00167
0.59200	0.00248	0.00169	0.00200	0.00225	0.00351	0.00167
0.59400	0.00248	0.00169	0.00200	0.00225	0.00351	0.00167
0.59600	0.00248	0.00169	0.00200	0.00225	0.00351	0.00167
0.59800	0.00248	0.00169	0.00200	0.00225	0.00351	0.00167
0.60000	0.00248	0.00169	0.00200	0.00225	0.00351	0.00167
0.60200	0.00248	0.00169	0.00200	0.00225	0.00351	0.00167
0.60400	0.00248	0.00169	0.00200	0.00225	0.00351	0.00167
0.60600	0.00248	0.00169	0.00200	0.00225	0.00351	0.00167
0.60800	0.00248	0.00169	0.00200	0.00225	0.00351	0.00167
0.61000	0.00248	0.00169	0.00200	0.00225	0.00351	0.00167
0.61200	0.00248	0.00169	0.00200	0.00225	0.00351	0.00167
0.61400	0.00248	0.00169	0.00200	0.00225	0.00351	0.00167
0.61600	0.00248	0.00169	0.00200	0.00225	0.00351	0.00167
0.61800	0.00248	0.00169	0.00200	0.00225	0.00351	0.00167
0.62000	0.00248	0.00169	0.00200	0.00225	0.00351	0.00167
0.62200	0.00248	0.00169	0.00200	0.00225	0.00351	0.00167
0.62400	0.00248	0.00169	0.00200	0.00225	0.00351	0.00167
0.62600	0.00248	0.00169	0.00200	0.00225	0.00351	0.00167
0.62800	-0.00120	0.00143	0.00315	0.00284	0.00470	0.00109
0.63000	-0.00120	0.00143	0.00315	0.00284	0.00470	0.00109
0.63200	-0.00120	0.00143	0.00315	0.00284	0.00470	0.00109
0.63400	-0.00120	0.00143	0.00315	0.00284	0.00470	0.00109
0.63600	-0.00120	0.00143	0.00315	0.00284	0.00470	0.00109
0.63800	-0.00120	0.00143	0.00315	0.00284	0.00470	0.00109
0.64000	-0.00120	0.00143	0.00315	0.00284	0.00470	0.00109
0.64200	-0.00120	0.00143	0.00315	0.00284	0.00470	0.00109
0.64400	-0.00120	0.00143	0.00315	0.00284	0.00470	0.00109
0.64600	-0.00120	0.00143	0.00315	0.00284	0.00470	0.00109
0.64800	-0.00120	0.00143	0.00315	0.00284	0.00470	0.00109
0.65000	-0.00120	0.00143	0.00315	0.00284	0.00470	0.00109
0.65200	-0.00120	0.00143	0.00315	0.00284	0.00470	0.00109
0.65400	-0.00120	0.00143	0.00315	0.00284	0.00470	0.00109
0.65600	-0.00120	0.00143	0.00315	0.00284	0.00470	0.00109
0.65800	-0.00120	0.00143	0.00315	0.00284	0.00470	0.00109
0.66000	-0.00120	0.00143	0.00315	0.00284	0.00470	0.00109
0.66200	-0.00120	0.00143	0.00315	0.00284	0.00470	0.00109
0.66400	-0.00120	0.00143	0.00315	0.00284	0.00470	0.00109
0.66600	-0.00120	0.00143	0.00315	0.00284	0.00470	0.00109
0.66800	-0.00120	0.00143	0.00315	0.00284	0.00470	0.00109
0.67000	-0.00120	0.00143	0.00315	0.00284	0.00470	0.00109
0.67200	-0.00120	0.00143	0.00315	0.00284	0.00470	0.00109
0.67400	-0.00120	0.00143	0.00315	0.00284	0.00470	0.00109
0.67600	-0.00120	0.00143	0.00315	0.00284	0.00470	0.00109
0.67800	-0.00120	0.00143	0.00315	0.00284	0.00470	0.00109
0.68000	-0.00120	0.00143	0.00315	0.00284	0.00470	0.00109
0.68200	-0.00120	0.00143	0.00315	0.00284	0.00470	0.00109
0.68400	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
0.68600	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
0.68800	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
0.69000	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
0.69200	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
0.69400	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
0.69600	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
0.69800	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
0.70000	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
0.70200	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
0.70400	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
0.70600	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
0.70800	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
0.71000	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
0.71200	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
0.71400	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
0.71600	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
0.71800	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
0.72000	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
0.72200	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
0.72400	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
0.72600	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
0.72800	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
0.73000	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
0.73200	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
0.73400	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
0.73600	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
0.73800	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
