/***********************************************************
* Ocean Resources and Renewable Energy Laboratory
* Version: v1.0 (Released on May 1st, 2021)
* Programmed by: Jessica Nguyen (Email: nvnguyen@umass.edu)
*----------------------------------------------------------
* Project Name:	NREL_OSWEC_freedecay
* Project Lead:	JD
* Labview Operator:	JD
* Comments:	model centered in window 2; probe 1 aligned with the edge of the first inlet section (where it transitions to glass); probe 2 centered in window 2.
* Date and Time:	Tue 11 May 2021 02:22:48 PM EDT
***********************************************************/

"Time(s)"	"WP1(m)"	"WP2(m)"	"WP3(m)"	"WP4(m)"	"Roll(deg)"	"Pitch(deg)"	"ForceX(N)"	"ForceY(N)"	"ForceZ(N)"	"MomentX"	"MomentY"	"MomentZ"	
0.05400	-0.00058	-0.00020	0.00196	0.00064	9.38080	-89.46000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.05600	-0.00058	-0.00020	0.00196	0.00064	0.00000	0.00000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.05800	-0.00058	-0.00020	0.00196	0.00064	9.47100	-89.37000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.06000	-0.00058	-0.00020	0.00196	0.00064	9.47100	-89.37000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.06200	-0.00058	-0.00020	0.00196	0.00064	0.00000	0.00000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.06400	-0.00058	-0.00020	0.00196	0.00064	0.00000	0.00000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.06600	-0.00058	-0.00020	0.00196	0.00064	9.47100	-89.46000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.06800	-0.00058	-0.00020	0.00196	0.00064	9.47100	-89.46000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.07000	-0.00058	-0.00020	0.00196	0.00064	0.00000	0.00000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.07200	-0.00017	0.00028	0.00205	0.00024	9.56120	-89.46000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.07400	-0.00017	0.00028	0.00205	0.00024	9.56120	-89.46000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.07600	-0.00017	0.00028	0.00205	0.00024	9.56120	-89.46000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.07800	-0.00017	0.00028	0.00205	0.00024	0.00000	0.00000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.08000	-0.00017	0.00028	0.00205	0.00024	9.47100	-89.37000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.08200	-0.00017	0.00028	0.00205	0.00024	9.56120	-89.37000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.08400	-0.00017	0.00028	0.00205	0.00024	9.65140	-89.37000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.08600	-0.00017	0.00028	0.00205	0.00024	0.00000	0.00000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.08800	-0.00017	0.00028	0.00205	0.00024	9.74160	-89.37000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.09000	-0.00017	0.00028	0.00205	0.00024	9.83180	-89.46000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.09200	-0.00017	0.00028	0.00205	0.00024	0.00000	0.00000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.09400	-0.00017	0.00028	0.00205	0.00024	9.74160	-89.55000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.09600	-0.00017	0.00028	0.00205	0.00024	9.83180	-89.37000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.09800	-0.00017	0.00028	0.00205	0.00024	9.83180	-89.28000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.10000	-0.00017	0.00028	0.00205	0.00024	0.00000	0.00000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.10200	-0.00017	0.00028	0.00205	0.00024	9.83180	-89.28000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.10400	-0.00017	0.00028	0.00205	0.00024	9.83180	-89.28000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.10600	-0.00017	0.00028	0.00205	0.00024	0.00000	0.00000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.10800	-0.00017	0.00028	0.00205	0.00024	9.92200	-89.28000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.11000	-0.00017	0.00028	0.00205	0.00024	9.92200	-89.28000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.11200	-0.00017	0.00028	0.00205	0.00024	9.92200	-89.28000	-2.05305	-1.82408	-0.80402	-0.81958	0.67368	-0.44441
0.11400	-0.00017	0.00028	0.00205	0.00024	0.00000	0.00000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.11600	-0.00017	0.00028	0.00205	0.00024	9.74160	-89.28000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.11800	-0.00017	0.00028	0.00205	0.00024	9.74160	-89.28000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.12000	-0.00017	0.00028	0.00205	0.00024	9.74160	-89.28000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.12200	-0.00017	0.00028	0.00205	0.00024	0.00000	0.00000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.12400	-0.00017	0.00028	0.00205	0.00024	9.83180	-89.10000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.12600	-0.00017	0.00028	0.00205	0.00024	9.83180	-89.01000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.12800	-0.00017	0.00028	0.00205	0.00024	9.92200	-89.10000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.13000	-0.00017	0.00028	0.00205	0.00024	0.00000	0.00000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.13200	-0.00017	0.00028	0.00205	0.00024	9.92200	-89.10000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.13400	-0.00017	0.00028	0.00205	0.00024	9.92200	-89.19000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.13600	-0.00017	0.00028	0.00205	0.00024	0.00000	0.00000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.13800	-0.00017	0.00028	0.00205	0.00024	9.92200	-89.10000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.14000	-0.00026	0.00035	0.00216	-0.00021	9.83180	-89.19000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.14200	-0.00026	0.00035	0.00216	-0.00021	9.83180	-89.19000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.14400	-0.00026	0.00035	0.00216	-0.00021	0.00000	0.00000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.14600	-0.00026	0.00035	0.00216	-0.00021	9.65140	-89.37000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.14800	-0.00026	0.00035	0.00216	-0.00021	9.56120	-89.64000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.15000	-0.00026	0.00035	0.00216	-0.00021	9.65140	-89.64000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.15200	-0.00026	0.00035	0.00216	-0.00021	0.00000	0.00000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.15400	-0.00026	0.00035	0.00216	-0.00021	9.56120	-89.46000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.15600	-0.00026	0.00035	0.00216	-0.00021	9.65140	-89.46000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.15800	-0.00026	0.00035	0.00216	-0.00021	0.00000	0.00000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.16000	-0.00026	0.00035	0.00216	-0.00021	9.65140	-89.46000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.16200	-0.00026	0.00035	0.00216	-0.00021	9.74160	-89.37000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.16400	-0.00026	0.00035	0.00216	-0.00021	9.74160	-89.46000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.16600	-0.00026	0.00035	0.00216	-0.00021	0.00000	0.00000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.16800	-0.00026	0.00035	0.00216	-0.00021	9.56120	-89.37000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.17000	-0.00026	0.00035	0.00216	-0.00021	9.56120	-89.46000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.17200	-0.00026	0.00035	0.00216	-0.00021	9.56120	-89.46000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.17400	-0.00026	0.00035	0.00216	-0.00021	0.00000	0.00000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.17600	-0.00026	0.00035	0.00216	-0.00021	9.56120	-89.37000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.17800	-0.00026	0.00035	0.00216	-0.00021	9.65140	-89.37000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.18000	-0.00026	0.00035	0.00216	-0.00021	0.00000	0.00000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.18200	-0.00026	0.00035	0.00216	-0.00021	9.65140	-89.28000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.18400	-0.00026	0.00035	0.00216	-0.00021	9.47100	-89.28000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.18600	-0.00026	0.00035	0.00216	-0.00021	9.56120	-89.37000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.18800	-0.00026	0.00035	0.00216	-0.00021	0.00000	0.00000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.19000	-0.00026	0.00035	0.00216	-0.00021	9.56120	-89.37000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.19200	-0.00026	0.00035	0.00216	-0.00021	9.47100	-89.37000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.19400	-0.00026	0.00035	0.00216	-0.00021	9.47100	-89.46000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.19600	-0.00026	0.00035	0.00216	-0.00021	0.00000	0.00000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.19800	-0.00026	0.00035	0.00216	-0.00021	9.56120	-89.46000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.20000	-0.00026	0.00035	0.00216	-0.00021	9.56120	-89.55000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.20200	-0.00026	0.00035	0.00216	-0.00021	9.56120	-89.55000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.20400	-0.00026	0.00035	0.00216	-0.00021	0.00000	0.00000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.20600	-0.00026	0.00035	0.00216	-0.00021	9.74160	-89.55000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.20800	-0.00026	0.00035	0.00216	-0.00021	9.65140	-89.64000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.21000	-0.00026	0.00035	0.00216	-0.00021	9.65140	-89.55000	-1.98043	-1.89559	-1.01047	-0.78200	0.72250	-0.44575
0.21200	-0.00001	0.00012	0.00224	-0.00018	9.65140	-89.55000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.21400	-0.00001	0.00012	0.00224	-0.00018	9.74160	-89.55000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.21600	-0.00001	0.00012	0.00224	-0.00018	9.74160	-89.64000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.21800	-0.00001	0.00012	0.00224	-0.00018	0.00000	0.00000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.22000	-0.00001	0.00012	0.00224	-0.00018	9.74160	-89.64000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.22200	-0.00001	0.00012	0.00224	-0.00018	9.74160	-89.64000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.22400	-0.00001	0.00012	0.00224	-0.00018	9.74160	-89.73000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.22600	-0.00001	0.00012	0.00224	-0.00018	0.00000	0.00000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.22800	-0.00001	0.00012	0.00224	-0.00018	9.83180	-89.64000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.23000	-0.00001	0.00012	0.00224	-0.00018	9.65140	-89.73000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.23200	-0.00001	0.00012	0.00224	-0.00018	9.47100	-89.73000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.23400	-0.00001	0.00012	0.00224	-0.00018	0.00000	0.00000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.23600	-0.00001	0.00012	0.00224	-0.00018	9.65140	-89.73000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.23800	-0.00001	0.00012	0.00224	-0.00018	9.74160	-89.73000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.24000	-0.00001	0.00012	0.00224	-0.00018	0.00000	0.00000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.24200	-0.00001	0.00012	0.00224	-0.00018	9.74160	-89.73000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.24400	-0.00001	0.00012	0.00224	-0.00018	9.65140	-89.73000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.24600	-0.00001	0.00012	0.00224	-0.00018	9.65140	-89.73000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.24800	-0.00001	0.00012	0.00224	-0.00018	0.00000	0.00000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.25000	-0.00001	0.00012	0.00224	-0.00018	9.56120	-89.73000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.25200	-0.00001	0.00012	0.00224	-0.00018	9.47100	-89.82000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.25400	-0.00001	0.00012	0.00224	-0.00018	9.47100	-89.82000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.25600	-0.00001	0.00012	0.00224	-0.00018	0.00000	0.00000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.25800	-0.00001	0.00012	0.00224	-0.00018	9.38080	-89.82000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.26000	-0.00001	0.00012	0.00224	-0.00018	9.38080	-89.73000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.26200	-0.00001	0.00012	0.00224	-0.00018	0.00000	0.00000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.26400	-0.00001	0.00012	0.00224	-0.00018	9.29060	-89.73000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.26600	-0.00001	0.00012	0.00224	-0.00018	9.47100	-89.64000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.26800	-0.00001	0.00012	0.00224	-0.00018	9.29060	-89.64000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.27000	-0.00001	0.00012	0.00224	-0.00018	0.00000	0.00000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.27200	-0.00001	0.00012	0.00224	-0.00018	9.29060	-89.55000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.27400	-0.00001	0.00012	0.00224	-0.00018	9.29060	-89.64000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.27600	-0.00001	0.00012	0.00224	-0.00018	0.00000	0.00000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.27800	-0.00001	0.00012	0.00224	-0.00018	9.20040	-89.55000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.28000	-0.00001	0.00012	0.00224	-0.00018	9.20040	-89.64000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.28200	-0.00001	0.00012	0.00224	-0.00018	9.29060	-89.64000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.28400	-0.00034	0.00027	0.00199	-0.00000	0.00000	0.00000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.28600	-0.00034	0.00027	0.00199	-0.00000	9.38080	-89.64000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.28800	-0.00034	0.00027	0.00199	-0.00000	9.38080	-89.55000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.29000	-0.00034	0.00027	0.00199	-0.00000	9.47100	-89.64000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.29200	-0.00034	0.00027	0.00199	-0.00000	0.00000	0.00000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.29400	-0.00034	0.00027	0.00199	-0.00000	9.56120	-89.46000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.29600	-0.00034	0.00027	0.00199	-0.00000	9.65140	-89.46000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.29800	-0.00034	0.00027	0.00199	-0.00000	0.00000	0.00000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.30000	-0.00034	0.00027	0.00199	-0.00000	9.56120	-89.46000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.30200	-0.00034	0.00027	0.00199	-0.00000	9.65140	-89.46000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.30400	-0.00034	0.00027	0.00199	-0.00000	9.65140	-89.46000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.30600	-0.00034	0.00027	0.00199	-0.00000	0.00000	0.00000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.30800	-0.00034	0.00027	0.00199	-0.00000	9.65140	-89.46000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.31000	-0.00034	0.00027	0.00199	-0.00000	9.65140	-89.28000	-1.85546	-1.75927	-0.77605	-0.68533	0.72537	-0.44186
0.31200	-0.00034	0.00027	0.00199	-0.00000	9.65140	-89.28000	-2.04667	-1.47573	-0.33508	-0.52349	0.83340	-0.44788
0.31400	-0.00034	0.00027	0.00199	-0.00000	0.00000	0.00000	-2.04667	-1.47573	-0.33508	-0.52349	0.83340	-0.44788
0.31600	-0.00034	0.00027	0.00199	-0.00000	9.74160	-89.28000	-2.04667	-1.47573	-0.33508	-0.52349	0.83340	-0.44788
0.31800	-0.00034	0.00027	0.00199	-0.00000	9.74160	-89.28000	-2.04667	-1.47573	-0.33508	-0.52349	0.83340	-0.44788
0.32000	-0.00034	0.00027	0.00199	-0.00000	0.00000	0.00000	-2.04667	-1.47573	-0.33508	-0.52349	0.83340	-0.44788
0.32200	-0.00034	0.00027	0.00199	-0.00000	0.00000	0.00000	-2.04667	-1.47573	-0.33508	-0.52349	0.83340	-0.44788
0.32400	-0.00034	0.00027	0.00199	-0.00000	9.83180	-89.19000	-2.04667	-1.47573	-0.33508	-0.52349	0.83340	-0.44788
0.32600	-0.00034	0.00027	0.00199	-0.00000	0.00000	0.00000	-2.04667	-1.47573	-0.33508	-0.52349	0.83340	-0.44788
0.32800	-0.00034	0.00027	0.00199	-0.00000	0.00000	0.00000	-2.04667	-1.47573	-0.33508	-0.52349	0.83340	-0.44788
0.33000	-0.00034	0.00027	0.00199	-0.00000	9.74160	-89.28000	-2.04667	-1.47573	-0.33508	-0.52349	0.83340	-0.44788
0.33200	-0.00034	0.00027	0.00199	-0.00000	9.83180	-89.37000	-2.04667	-1.47573	-0.33508	-0.52349	0.83340	-0.44788
0.33400	-0.00034	0.00027	0.00199	-0.00000	9.74160	-89.46000	-2.04667	-1.47573	-0.33508	-0.52349	0.83340	-0.44788
0.33600	-0.00034	0.00027	0.00199	-0.00000	0.00000	0.00000	-2.04667	-1.47573	-0.33508	-0.52349	0.83340	-0.44788
0.33800	-0.00034	0.00027	0.00199	-0.00000	9.83180	-89.37000	-2.04667	-1.47573	-0.33508	-0.52349	0.83340	-0.44788
0.34000	-0.00034	0.00027	0.00199	-0.00000	9.92200	-89.28000	-2.04667	-1.47573	-0.33508	-0.52349	0.83340	-0.44788
0.34200	-0.00034	0.00027	0.00199	-0.00000	9.92200	-89.28000	-2.04667	-1.47573	-0.33508	-0.52349	0.83340	-0.44788
0.34400	-0.00034	0.00027	0.00199	-0.00000	9.83180	-89.28000	-2.04667	-1.47573	-0.33508	-0.52349	0.83340	-0.44788
0.34600	-0.00034	0.00027	0.00199	-0.00000	9.83180	-89.28000	-2.04667	-1.47573	-0.33508	-0.52349	0.83340	-0.44788
0.34800	-0.00048	0.00029	0.00214	-0.00035	9.74160	-89.28000	-2.04667	-1.47573	-0.33508	-0.52349	0.83340	-0.44788
0.35000	-0.00048	0.00029	0.00214	-0.00035	9.65140	-89.19000	-2.04667	-1.47573	-0.33508	-0.52349	0.83340	-0.44788
0.35200	-0.00048	0.00029	0.00214	-0.00035	0.00000	0.00000	-2.04667	-1.47573	-0.33508	-0.52349	0.83340	-0.44788
0.35400	-0.00048	0.00029	0.00214	-0.00035	9.56120	-89.19000	-2.04667	-1.47573	-0.33508	-0.52349	0.83340	-0.44788
0.35600	-0.00048	0.00029	0.00214	-0.00035	9.56120	-89.19000	-2.04667	-1.47573	-0.33508	-0.52349	0.83340	-0.44788
0.35800	-0.00048	0.00029	0.00214	-0.00035	0.00000	0.00000	-2.04667	-1.47573	-0.33508	-0.52349	0.83340	-0.44788
0.36000	-0.00048	0.00029	0.00214	-0.00035	9.38080	-89.19000	-2.04667	-1.47573	-0.33508	-0.52349	0.83340	-0.44788
0.36200	-0.00048	0.00029	0.00214	-0.00035	9.38080	-89.19000	-2.04667	-1.47573	-0.33508	-0.52349	0.83340	-0.44788
0.36400	-0.00048	0.00029	0.00214	-0.00035	9.38080	-89.28000	-2.04667	-1.47573	-0.33508	-0.52349	0.83340	-0.44788
